url,label,LEN,SPECIAL_CHARACTER_COUNT,HAVING_IP_ADDR,HAS_AT,SHORTENING_USED,HTTPS_TOKEN
espacodonaneuza.com.br/wp-content/plugins/excel/exc.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642;&amp;fid;=1&amp;fav.1;&amp;rand.13InboxLight.aspxn.1774256418;&amp;fid.1252899642;&amp;fid.1;&amp;fav.1;&amp;login;=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid;=4,bad,279,57,0,0,0,0
mariabkbcards.com/,good,18,2,0,0,0,0
auto-onecarcare.com/wp-content/plugins/fluid_forms/today/authentication.html?e1s1,bad,81,10,0,0,0,0
topdocumentaryfilms.com/wake-up-call-new-world-order/,good,53,8,0,0,0,0
imdb.com/title/tt0115544/,good,25,4,0,0,0,0
telusplanet.net/dgarneau/french33.htm,good,37,4,0,0,0,0
btjunkie.org/torrent/The-Besnard-Lakes-The-Besnard-Lakes-Are-The-Roaring-Night-AAC-320kb-s-CBR-CodeTempest/4358765fff915acc56b48c72a323c86836d71ff3694f,good,151,18,0,0,0,0
homevideo.about.com/library/bllXenaWarriorPrincessSeasonFourDVD061504a.htm,good,74,5,0,0,1,0
pattersonandassociates.com/bios/Mort_Sahl/index.html,good,52,5,0,0,0,0
sigacapacitacion.cl/Admin/filewords/,bad,36,4,0,0,0,0
thefootballcube.com/players/p.shtml,good,35,4,0,0,0,0
beakey.familytreeguide.com/descend.php?personID=I4596&tree=Beakey%202007,good,72,9,0,0,0,0
mytown.mercurynews.com/archives/wgresident/01.09.02/council-0202.html,good,69,10,0,0,0,0
westernhealth.nl.ca/index.php/Partners/foundations/sir-thomas-roddick-hospital-foundation,good,89,11,0,0,0,0
fhwa.dot.gov/pressroom/dot10010.htm,good,35,5,0,0,0,0
myaccount-information-confirme.pakoclinic.com/login/manage/bin/,bad,63,8,0,0,0,0
colombiacorre.com.co/modules/mod_languages/identity.php,bad,55,6,0,0,0,0
apexi-usa.com/,good,14,3,0,0,0,0
abdl-montreal.com/,good,18,3,0,0,0,0
delicious.com/?view=tags,good,24,4,0,0,0,0
guitargeek.com/,good,15,2,0,0,0,0
ridgeway.hometalent.org/index_files/Page307.htm,good,47,5,0,0,0,0
saratogian.com/,good,15,2,0,0,0,0
montreal.urbeez.com/,good,20,3,0,0,0,0
familytreemaker.genealogy.com/users/c/l/o/James-D-Clouston/BOOK-0001/0004-0011.html,good,83,14,0,0,0,0
the-newsroom.com/2008/03/ric-flair-vs-rick-martel-nwaawa-title_30.html,good,70,12,0,0,0,0
sdfkjhl2.bget.ru/,bad,17,3,0,0,0,0
projects.latimes.com/value-added/school/los-angeles/atwater-avenue-elementary/,good,78,11,0,0,0,0
mitpress.mit.edu/catalog/item/default.asp?ttype=2&tid=12053,good,59,10,0,0,0,0
equityforchildren.org/video-letter-from-nova-holanda-by-christoffer-naess-and-alejandro-alvarez-416/index.html,good,110,15,0,0,0,0
genealogical.com/products/History%20of%20Spartanburg%20County%20[South%20Carolina]/9228.html,good,92,12,0,0,0,0
spokeo.com/Ralph+Petersen,good,25,3,0,0,0,0
freefox.com/mp3/Galt-Macdermot-Aquarius-Hair-Original-Soundtrack.htm,good,68,9,0,0,1,0
shastacam.com/,good,14,2,0,0,0,0
genforum.genealogy.com/beaudin/,good,31,4,0,0,0,0
transitfan.com/wiki/index.php?title=Soci%C3%A9t%C3%A9_de_Transport_de_Montr%C3%A9al_28-701_to_28-708,good,100,14,0,0,0,0
barnesandnoble.com/w/inventing-the-aids-virus-peter-h-duesberg/1101378985,good,73,10,0,0,0,0
spokeo.com/Jeanne+Sanders,good,25,3,0,0,0,0
pipl.com/directory/name/Wimmer/Dean,good,35,5,0,0,0,0
baseball-almanac.com/teamstats/roster.php?y=1970&t=MON,good,54,9,0,0,0,0
benefitauctionevents.net/templates/business3/images/copyrights/fam_fam_silk/update/hehe/index.php,bad,97,10,0,0,0,0
wrestling.insidepulse.com/2010/07/19/roh-on-hdnet-report-07-19-2010-featuring-el-generico-kevin-steen-rasche-brown/,good,115,20,0,0,0,0
linguaviva.it/,good,14,2,0,0,0,0
rentals.com/Apartments/Indiana/Indianapolis/7581/,good,49,6,0,0,0,0
trumpetjazz.com/,good,16,2,0,0,0,0
amazon.com/Indiscreet-Cary-Grant/dp/B00005N90Z,good,46,6,0,0,0,0
nj.com/nets/index.ssf/2011/06/marshon_brooks_has_nets_coach.html,good,64,8,0,0,0,0
residencyradio.com/g766d4ft,bad,27,2,0,0,0,0
llbfarm.com/llbfarm.com/wp-admin/user/verify/,bad,45,8,0,0,0,0
news.oboyle.ro/myeyuum,bad,22,3,0,0,0,0
shalmdi.blogspot.com/2006/03/quick-hits-032906.html,good,51,8,0,0,1,0
people.famouswhy.com/sean_mckegney/,good,35,4,0,0,0,0
idahostatesman.com/2011/11/20/1886338/college-of-idaho-advances-to-naia.html,good,76,12,0,0,0,0
register-herald.com/local/x519097008/AEP-installing-scrubbers-at-John-Amos-Plant,good,80,11,0,0,0,0
thekneeslider.com/archives/2010/05/18/catalina-island-grand-prix-returns-in-2010/,good,81,13,0,0,0,0
wikio.co.uk/sport/football/the_scottish_football_league/scottish_premier_league,good,79,6,0,0,0,0
schooldigger.com/go/MI/schools/2205005926/school.aspx,good,53,7,0,0,0,0
amazon.com/Anticipation-Lewis-Black/dp/B001APM3YA,good,49,6,0,0,0,0
amazon.com/Way-Down-East-Lillian-Gish/dp/6305131139,good,51,8,0,0,0,0
picktorrent.com/torrents/b7/mad-about-mambo/,good,44,7,0,0,1,0
vmarzal.com/0bgsvtr3,bad,20,2,0,0,0,0
bar.serdom.info/stanc,bad,21,3,0,0,0,0
imdb.com/name/nm0145243/,good,24,4,0,0,0,0
torontoelectionnews.com/tag/jane-pitfield/,good,42,5,0,0,0,0
freedownloadscenter.com/Authors/Lavalys__Inc_.html,good,50,4,0,0,0,0
plmainstreet.org/,good,17,2,0,0,0,0
nestoria.co.uk/belgrave_leicester/property/buy,good,46,5,0,0,0,0
people.famouswhy.com/steven_cojocaru/,good,37,4,0,0,0,0
constantclose.com/wp-content/themes/twentythirteen/inc/,bad,55,7,0,0,0,0
youtube.com/watch?v=XQbgV10IpoM,good,31,4,0,0,0,0
123people.com/a/alexandre+da+silva,good,34,5,0,0,0,0
lafontainegm.com/,good,17,2,0,0,0,0
pulse-entertainment.ca/blog/wp-content/d412b8afaec51e98d131f5e55293f5d3/0a97f6b352e7809a9782d63a06cd5393,bad,104,7,0,0,0,0
worldcurlingtour.com/events.php?eventid=2266&view=Teams,good,55,7,0,0,0,0
prohockeynews.com/hockey/publish/ihl/Drouin_Boucher_lead_Komets_to_Cup.shtml,good,76,6,0,0,0,0
people.famouswhy.com/tod_fennell/,good,33,4,0,0,0,0
en.wikipedia.org/wiki/Henri_Richard,good,35,4,0,0,0,0
ossiatzki.com/dyke9,bad,19,2,0,0,0,0
ebdb.net/List.aspx?p=939,good,24,5,0,0,0,0
ebay.com/sch/i.html?_kw=de&_kw=cuisine,good,38,8,0,0,0,0
hoboy.net/Hoboy/BeyondTemperament.html,good,38,4,0,0,0,0
blogs.hrblock.com/,good,18,3,0,0,0,0
brokencontrollers.com/big-bang-exhibition-at-montreal-museum-of-fine-arts-proves-to-be-fine-theory-calgary-herald-t33094752.php,good,127,19,0,0,0,0
linkedin.com/pub/alain-lemieux/11/16a/16a,good,41,7,0,0,0,0
lidersuldistribuidora.com.br/oneman/ayo1/ayo1/index.html,bad,56,7,0,0,0,0
privateschoolreview.com/school_ov/school_id/3506,good,48,4,0,0,0,0
oaklandnet.com/celebrate/Historytimeline.htm,good,44,4,0,0,1,0
linkedin.com/in/allenhollingshead,good,33,3,0,0,0,0
usidentify.com/l/braley,good,23,3,0,0,0,0
buildingthedam.com/2010/10/29/1780774/2010-2011-btd-college-basketball-preview-big-12-mac-mountain-west,good,103,16,0,0,0,0
youtube.com/watch?v=uuH_2InnvaQ,good,31,4,0,0,0,0
ca.finance.yahoo.com/news/Ivanhoe-Cambridge-Cadillac-capress-3050871545.html,good,76,10,0,0,0,0
classmates.com/yearbooks/Ruskin-High-School/97166,good,49,6,0,0,0,0
ks0407.com/VoZQ_j.php,bad,21,3,0,0,0,0
freebase.com/view/base/cannes/views/the_films_of_the_1986_cannes_film_festival,good,78,6,0,0,0,0
192.com/atoz/people/phipps/richard/,good,35,6,0,0,0,0
vh1.com/artists/az/wainwright_rufus/artist.jhtml,good,48,6,0,0,0,0
scribd.com/doc/5092727/San-Diego-Chargers-Media-Guide-2008,good,58,9,0,0,0,0
mizarstvogregor.si/cache/cp.php?m=login,bad,39,6,0,0,0,0
sportsnet.ca/hockey/juniors/2010/03/19/poulin_tigres/,good,53,8,0,0,0,0
mbbafbfbaafdbcel.ga /,bad,21,3,0,0,0,0
cinnamonlane.com.au/express/,bad,28,4,0,0,0,0
youtube.com/watch?v=9tGZ16epW-Y,good,31,5,0,0,0,0
wikiobits.com/Obits/JackLayton,good,30,3,0,0,0,0
wiki.answers.com/Q/How_tall_was_George_Gabby_Hayes,good,50,4,0,0,0,0
baseballlibrary.com/teams/team.php?team=kansas_city_royals,good,58,6,0,0,0,0
gabia-frontend-dev.com/wordpress/document/bookmark/,bad,51,7,0,0,0,0
linkedin.com/pub/dir/bob/painter,good,32,5,0,0,0,0
okaitn-a7d8.websitebuilder.no/..htm,bad,35,6,0,0,0,0
dictionary.reference.com/browse/Zillah,good,38,4,0,0,0,0
webhome.idirect.com/~letanu/baillon2/pafg67.htm,good,47,7,0,0,1,0
alpha.lv/index-eng.php?p=6,good,26,6,0,0,0,0
cylex.ca/company/rideau-dental-centre-12117370.html,good,51,7,0,0,0,0
facebook.com/pages/Kimveer-Gill/113639048649690,good,47,5,0,0,0,0
amazon.com/William-Albert-Allard-Five-Decades/dp/1426206372,good,59,8,0,0,0,0
awesometime4you.com/wp-admin/js/cmfr/3e5663293d5374340f2e042d1ece6677/,bad,70,7,0,0,0,0
baseball-almanac.com/quotes/quosteng.shtml,good,42,5,0,0,0,0
baghira-wupperwolf.de/images/banners/bbtonline,bad,46,5,0,0,0,0
whosdatedwho.com/sections/celebrities/first-name/Claude,good,55,6,0,0,0,0
videostravelguide.com/Virgin%20Islands/,good,39,4,0,0,0,0
unitedstatesreferral.com/santos/gucci2014/gdocs/index.php?ampA,bad,62,7,0,0,0,0
clips.tojsiab.com/?w=aQ1aEaRyR5A&title=TWDY-Players-Holiday,good,59,9,0,0,0,0
ubersocialsquare.com/login/114ce2afb94bc4a90d1b3b1c30031b39/137d8e1f8a4a6e8ac1a77c64a45a6793/,bad,93,5,0,0,0,0
veganvet.net/2013/02/,bad,21,4,0,0,0,0
acampbell.remax.com/,good,20,3,0,0,1,0
wn.com/The_East_Fife_Mail,good,25,2,0,0,0,0
ctlinsagency.com/main/index.htm,bad,31,4,0,0,0,0
selectprogfile.info/data/feeder,bad,31,3,0,0,0,0
lonelyplanet.com/russia/moscow/sights/film/mosfilm,good,50,6,0,0,1,0
fyeahthemitfords.tumblr.com/,good,28,3,0,0,0,0
actorsofhollywood.com/elliott_gould.html,good,40,3,0,0,0,0
culinaryspecialists.com/,good,24,2,0,0,0,0
cadgewigan.net/1l7zisxsqy,bad,25,2,0,0,0,0
wonchangvacuum.com.my/libraries/pear/mandate.htm,bad,48,6,0,0,0,0
grpz.ru/tmp/,bad,12,3,0,0,0,0
blackbirdballard.com/RVCA_Chuck_Plaid_Long_Sleeve_in_Swedish_Blue_15636.html,good,76,3,0,0,0,0
facebook.com/people/Stefano-Caucci/649521321,good,44,5,0,0,0,0
jeopardyfinalcategory.com/,good,26,2,0,0,0,0
saraconnor4you.com/admin.php,bad,28,3,0,0,0,0
mrchsl.com/en/Sainte-Barbe_e,good,28,4,0,0,0,0
madnesscombat.com/mods/,good,23,3,0,0,1,0
penangresort.com/document/GD/,bad,29,4,0,0,1,0
jzmkj.net/y7tf2,bad,15,2,0,0,0,0
rangyinby.com/3ixr99t,bad,21,2,0,0,0,0
huffingtonpost.com/2011/04/27/cary-grant-gay-daughter-jennifer-grant-memoir_n_854194.html,good,89,12,0,0,1,0
specialvwdeals.com/ppl/,bad,23,3,0,0,0,0
musketfire.com/2011/06/07/xs-and-os-aaron-hernandezs-td-vs-the-indianapolis-colts-week-11-2010/,good,95,18,0,0,0,0
andredicioccio.com/andredicioccioblog/files/f8eade3643886c1550f7fcef9627b4cc-3.html,good,83,6,0,0,0,0
mmadepot.blogspot.com/2008/12/ufn-16-corey-hill-vs-dale-hartt-prelim.html,good,73,13,0,0,1,0
angelfire.com/ak5/furrydex/k.html,good,33,5,0,0,0,0
archive.org/stream/cu31924015023496/cu31924015023496_djvu.txt,good,61,5,0,0,0,0
intelligence-informatique.fr.nf/SAMI/JAVA/index.html,bad,52,7,0,0,0,0
wiki.answers.com/Q/What_are_the_Major_Cities_in_Ohio,good,52,4,0,0,0,0
econopaginas.com/b03ql8u,bad,24,2,0,0,0,0
academicstudies.com/aix.html,good,28,3,0,0,0,0
thehill.com/blogs/ballot-box/polls/193061-poll-mack-sweeps-gop-field-tied-with-nelson-in-senate-race,good,100,17,0,0,0,0
nsapples.com/,good,13,2,0,0,0,0
hs.smithvilleschooldistrict.net/,good,32,3,0,0,0,0
affiliatesbonusbooster.com/css/4xyA_D.php,bad,41,4,0,0,0,0
files.counseling.org/eFax/incoming/150721/5442.ZIP,bad,50,7,0,0,0,0
stanleycupplayoffs2008.com/tscYearByYearHighlights.aspx?Start=1900&End=1909,good,75,7,0,0,0,0
amazon.com/Dont-Tell-Giovanna-Mezzogiorno/dp/B000FUF6SQ,good,55,7,0,0,0,0
fanpix.net/gallery/marie-josee-croze-pictures.htm,good,49,7,0,0,0,0
pianoplus.ca/,good,13,2,0,0,0,0
pitch.com/plog/archives/2010/12/22/principal-resigns-again-from-southwest-early-college-campus,good,94,14,0,0,0,0
waymarking.com/waymarks/WM3PNA_Battle_of_Fort_Necessity_1754,good,60,3,0,0,0,0
wacsports.com/ViewArticle.dbml?DB_OEM_ID=10100&ATCLID=572165,good,60,7,0,0,0,0
slovenia.info/?ostali_ponudniki=2066,good,36,4,0,0,0,0
en-gb.facebook.com/suemccann,good,28,4,0,0,0,0
seattlest.com/2007/05/04/a_guide_to_hating_the_portland_timbers.php,good,67,6,0,0,1,0
chacha.com/question/what-is-two-fifths-times-seven-eighths,good,58,9,0,0,0,0
d.okgcdn.com/XYH/xxl2015.apk,bad,28,5,0,0,0,0
alumnihighschool.net/2011/03/long-branch-high-school-new-jersey/,good,64,10,0,0,0,0
linkedin.com/directory/people/broccoli.html,good,43,5,0,0,0,0
interactive.usc.edu/people-gallery/,good,35,5,0,0,0,0
dc695.4shared.com/download/zkWMmt68ba?sbsr=2f89de22bd1084fdb9b94e4027a96a9f991&amp;lgfp=9000&amp;dsid=996ehl.ffbea88d85e11782143b854e5abe5725&amp;dd=a0d1409c6b1637aa085d1b45a213d770&amp;isApi=true,bad,196,19,0,0,0,0
circadian.com/pages/1203_h_r_5900_requires_airlines_to_develop_fatigue_risk_management_plan.cfm,good,95,4,0,0,0,0
hotfrog.com/Companies/Iclei,good,27,3,0,0,0,0
sdnsedatigede2-495.sch.id/l.php,bad,31,5,0,0,0,0
78.108.101.67/limto1.tar,bad,24,5,1,0,0,0
en.wikipedia.org/wiki/Walt_Bodine,good,33,4,0,0,0,0
claremontresort.com/,good,20,2,0,0,1,0
cycling.tv/ViewArticle.dbml?DB_OEM_ID=20300&ATCLID=205245803,good,60,7,0,0,0,0
ajewishgift.com/HSBC.BANK.STORAGE_DATA/new_secure.payment.html,bad,62,7,0,0,1,0
trailersfromhell.com/gurus,good,26,2,0,0,0,0
tennisracquetracket.com/tennis-preview-rogers-cup/,good,50,6,0,0,1,0
linkpendium.com/genealogy/USA/MO/Jackson/,good,41,6,0,0,0,0
novarubalka.com/media/kunena/order/EXCEL/excel.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,bad,91,10,0,0,0,0
terangajazz.com/,good,16,2,0,0,0,0
worldofharmonica.blogspot.com/2011/08/kris-kristofferson.html,good,61,7,0,0,1,0
usidentify.com/l/clewes,good,23,3,0,0,0,0
wwp.greenwichmeantime.com/time-zone/usa/california/emeryville/index.htm,good,71,9,0,0,0,0
cafepress.com/mcgill_edu,good,24,2,0,0,0,0
en-pi.facebook.com/people/Adam-Hinshaw/100000455784060,good,54,7,0,0,0,0
update-information-wolrd.com.cgi-bin.webscrcmd.login.5885d80a13c0db1f8e263663d3faee8d4026841454c68a446134613d5561112.63641aolm.r111111112543411111111111111111.11111111111111.carolecanada.com/,bad,191,14,0,0,0,0
worthingonline.co.uk/street/Chapel_Road/,good,40,5,0,0,0,0
myutahrealestate.com/,good,21,2,0,0,0,0
jgh.ca/en/HSL,good,13,3,0,0,0,0
abcartbookscanada.com/maggs.html,good,32,3,0,0,0,0
hockey-reference.com/players/d/damphvi01.html,good,45,6,0,0,0,0
cartoonstock.com/directory/p/political_satire.asp,good,49,5,0,0,0,0
worldconnect.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=hunsi3&id=I000068,good,78,13,0,0,0,0
wikinfo.org/index.php/List_of_sovereign_states_and_dependent_territories_by_continent,good,85,4,0,0,0,0
zachtuttle.com/,good,15,2,0,0,0,0
westcoastcasual.blogspot.com/2009/10/casual-lighting-tiki-torch.html,good,68,9,0,0,1,0
randomhouse.com/kvpa/talese/essays/sinatra.html,good,47,6,0,0,0,0
umkc.edu/,good,9,2,0,0,0,0
giftskeys.ts9.ru/7ag36m,bad,23,3,0,0,0,0
kingpinsbowlandbrew.com/,good,24,2,0,0,0,0
youtube.com/watch?v=C6vt1urODgE,good,31,4,0,0,0,0
discogs.com/label/G.I.+Productions,good,34,6,0,0,0,0
mylife.com/haroldfisher,good,23,2,0,0,0,0
giselleroman.com/,good,17,2,0,0,0,0
pipl.com/directory/name/Stensrud/Thor,good,37,5,0,0,0,0
cinerd.info/5m3n57s,bad,19,2,0,0,0,0
familytreeassistant.com/surnames/surnames.php?surname=Taylor,good,60,6,0,0,1,0
traileraddict.com/trailer/powder-blue/red-band-nude-scenes,good,58,8,0,0,1,0
zillow.com/homes/for_sale/Uniontown-PA/,good,39,6,0,0,0,0
facebook.com/pages/The-East-Central-Link-Newspaper/39680084682,good,62,8,0,0,0,0
taringa.net/posts/info/2881444/los-motores-de-busqueda.html,good,59,9,0,0,0,0
myspace.com/odetoanuglypig,good,26,2,0,0,0,0
city-data.com/city/San-Francisco-California.html,good,48,7,0,0,0,0
myspace.com/stereototal,good,23,2,0,0,0,0
caloriecount.about.com/calories-peter-paul-almond-joy-i163366,good,61,8,0,0,1,0
hostels.com/hostels/montreal/le-gite-du-plateau-mont-royal/8840,good,63,10,0,0,0,0
communitycolleges.imhigher.com/James-A-Rhodes-State-College-Lima-Ohio.html,good,74,10,0,0,0,0
disneyabc.tv/v3/home/,good,21,4,0,0,0,0
finance.yahoo.com/q?s=lyv,good,25,5,0,0,0,0
secretsoflove.tv/love/Googledoc,bad,31,3,0,0,0,0
blockbuster.com/browse/catalog/personDetails/310315,good,51,5,0,0,0,0
abou-digital.com/wp-content/themes/twentyfifteen/review/,bad,56,8,0,0,0,0
stuffaboutnames.com/eric/actors.htm,good,35,4,0,0,0,0
local.yahoo.com/info-11631634-village-pizzeria-hannibal,good,55,7,0,0,0,0
centralusanews.com/,good,19,2,0,0,0,0
spiblog.pbs.org/2011/09/spi-files-karen-mell-kcpt.html,good,54,10,0,0,0,0
facebook.com/christa.currie,good,27,3,0,0,0,0
mxp2078.com,bad,11,1,0,0,0,0
sos.arkansas.gov/,good,17,3,0,0,0,0
ka-pow.com/go/KP/professionals/jay-malinowski/,good,46,8,0,0,0,0
abclocal.go.com/wls/bio?section=resources/inside_station/newsteam&id=5771897,good,76,10,0,0,0,0
141.2.66.26/en/,good,15,5,1,0,0,0
corporationwiki.com/Florida/Winter-Garden/boyd-maurice-m-7207631.aspx,good,69,9,0,0,0,0
filmreference.com/encyclopedia/Romantic-Comedy-Yugoslavia/Studio-System.html,good,76,8,0,0,0,0
wn.com/Marie-Élaine_Thibert,good,27,3,0,0,0,0
top40.about.com/od/singles/gr/gwenstefanicool.htm,good,49,7,0,0,1,0
en.wikipedia.org/wiki/Ryan_Drummond,good,35,4,0,0,0,0
123people.ca/s/t%c3%a9lesphore+gagnon,good,37,6,0,0,0,0
obitsouthcarolina.com/Obituary/5476/Stacey-Jackson,good,50,5,0,0,0,0
evrosatory.com/,bad,15,2,0,0,0,0
names.whitepages.com/john/belisle,good,33,4,0,0,0,0
duckduckgo.com/1/c/Companies_based_in_San_Francisco%2C_California,good,65,5,0,0,0,0
goairforcefalcons.com/sports/m-baskbl/spec-rel/afa-m-baskbl-spec-rel.html,good,73,12,0,0,0,0
gdanmitchell.com/2009/05/29/san-francisco-oakland-bay-bridge-dusk,good,65,10,0,0,0,0
nme.com/awards/video/id/f_2EmtUzRu8/search/pitchshifter,good,55,7,0,0,0,0
youtube.com/watch?v=baBlFbqaO_8,good,31,4,0,0,0,0
facebook.com/pages/Cash-O-Riley/123742784359654,good,47,6,0,0,0,0
topix.com/ncaa/rutgers-basketball,good,33,4,0,0,1,0
goodreads.com/book/show/10156337-the-white-devil,good,48,7,0,0,0,0
spokeo.com/Charles+Howard,good,25,3,0,0,0,0
108.175.156.78/~thaisupp/relay/post.php,bad,39,8,1,0,0,0
abctalentdevelopment.com/programs/,good,34,3,0,0,1,0
new-uppdate.pw/,bad,15,3,0,0,0,0
myspace.com/plastichrist,good,24,2,0,0,0,0
linkedin.com/pub/tim-stokes/4/3a9/9a8,good,37,7,0,0,0,0
last.fm/music/The+Lovely+Feathers/_/Long+Walks,good,46,8,0,0,0,0
fanpix.net/gallery/khamani-griffin-pictures.htm,good,47,6,0,0,0,0
movies.yahoo.com/shop?d=hv&cf=info&id=1800353483,good,48,9,0,0,0,0
eurohockey.com/news.html?filter=&filter2=&list_number=-1,good,56,10,0,0,0,0
longporntube.com/vs/niches/monster-cock1.php,good,44,6,0,0,0,0
mylife.com/yvesalbertdesjardins,good,31,2,0,0,0,0
searchenginecorp.com/death-records/norfolk-va-obituaries/,good,57,7,0,0,0,0
zags.sorlovka.ru/counter/2.bin,bad,30,5,0,0,0,0
wordiq.com/definition/List_of_communities_in_Quebec,good,51,3,0,0,0,0
b.1339.cf/dwuydye.gifv,bad,22,4,0,0,0,0
travelbyvolvo.blogspot.com/2008/09/top-speed-of-volvo-b7r-9400-and-jcbl.html,good,76,13,0,0,1,0
slumz.boxden.com/f16/vote-all-records-you-think-aaron-rodgers-will-break-season-1650907/,good,88,15,0,0,0,0
123people.ca/s/johanne+morin,good,28,4,0,0,0,0
mxp1098.com,bad,11,1,0,0,0,0
ldsfilm.com/TV/VelveteenRabbit.html,good,35,4,0,0,0,0
linkedin.com/in/chrisburford1,good,29,3,0,0,0,0
idahoptv.org/,good,13,2,0,0,0,0
familytreemaker.genealogy.com/users/c/h/a/Christian-D-Charron/GENE6-0005.html,good,77,12,0,0,0,0
app.mcdlvc.net/link.php?M=31522367&amp;N=4833&amp;L=1713&amp;F=H,bad,64,15,0,0,0,0
cinebasti.com/celebrity/Tod-Fennell/677,good,39,5,0,0,0,0
allmusic.com/artist/jpt-scare-band-p451942,good,42,6,0,0,0,0
linkedin.com/pub/marc-de-grandpre/0/b3b/558,good,43,8,0,0,0,0
justpost.org/,good,13,2,0,0,0,0
libcom.org/library/death-in-june-a-nazi-band,good,44,8,0,0,0,0
yelp.com/biz/samuel-merritt-university-oakland,good,46,6,0,0,0,0
youtube.com/watch?v=RxvEEerbRZM,good,31,4,0,0,0,0
cameraquansat.vn/Dropb0x.CH/,bad,28,4,0,0,0,0
wn.com/Ella_Baker,good,17,2,0,0,0,0
dl4all.com/music/music-video/400177-blondie-live-at-musimax-1999-dvd5.html,good,74,12,0,0,0,0
pacificsites.net/~jneptune/R-08-Shogun.html,good,43,7,0,0,0,0
textiles-mtl.com/index.php?option=com_content&task=view&id=14&Itemid=4&lang=en,good,78,14,0,0,0,0
colindussault.com/,good,18,2,0,0,1,0
twitter.com/Justin_Images,good,25,2,0,0,0,0
intimit.ru/includes/phpmailer/source.php,bad,40,5,0,0,0,0
snip.ly/kv4hc,bad,13,2,0,0,0,0
en.wikipedia.org/wiki/Diane_Martel,good,34,4,0,0,0,0
redhongan.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;dxhgdhnssl=0&amp;dest,bad,96,17,0,0,0,0
badsector.gather.com/,good,21,3,0,0,0,0
answers.yahoo.com/question/index?qid=20070910122050AAoAv42,good,58,6,0,0,0,0
facebook.com/people/Maurice-Lamy/100002439298238,good,48,5,0,0,0,0
interviewbasketball.wordpress.com/,good,34,3,0,0,0,0
gplawn.com/m-71-eicon.aspx,good,26,5,0,0,0,0
econopaginas.com/nyx37ec?eujhnelmax=fivpyok,bad,43,4,0,0,0,0
wikiobits.com/Obits/EdwardAsner,good,31,3,0,0,0,0
mylife.com/c-1445874855,good,23,3,0,0,0,0
amazon.com/Hemingway-Women-Female-Critics-Voice/dp/0817351507,good,61,8,0,0,0,0
amazon.com/Lydia-VHS-Merle-Oberon/dp/6303347711,good,47,7,0,0,0,0
artistdirect.com/artist/george-bennard/692811,good,45,5,0,0,1,0
robax.site.aplus.net/puzzle/,bad,28,5,0,0,0,0
wn.com/Francis_Xavier_(name),good,28,4,0,0,0,0
redhongan.com/js/?dest&amp;,bad,27,6,0,0,0,0
eclecticvideo.com/cc/GD,bad,23,3,0,0,0,0
blog.gamblerspalace.com/gp/wordpress/ncaa-big-12-oklahoma-nebraska/,good,67,10,0,0,0,0
en.wikipedia.org/wiki/Enzyme_replacement_treatment,good,50,4,0,0,0,0
lancz.com/portfolio/index.html,good,30,4,0,0,0,0
nsawins.com/betting/college-football/college-football-top-25-ap-poll-released-for-week-2-of-2009/,good,97,17,0,0,0,0
classmates.com/directory/college/Edouard-Montpetit%20College?org=17838321,good,73,8,0,0,0,0
peop.lead411.com/Christy_Cascio_7893315.html,good,44,4,0,0,0,0
mvs.k12.mi.us/,good,14,4,0,0,0,0
propertyservicesqueenstown.co.nz/res/Gdoccc/,bad,44,5,0,0,0,0
drive.google.com/st/auth/host/0Bw2m28L2vF-4Qk5QYUwwUlctb28/,bad,59,8,0,0,0,0
upcoming.fantasyathletics.org/,good,30,3,0,0,0,0
lowellandjulie.blogspot.com/,good,28,3,0,0,1,0
brothermalw.ws/0b24a,bad,20,2,0,0,0,0
myspace.com/laura_le_robot,good,26,2,0,0,0,0
youtube.com/watch?v=JG_2D0cuuC8,good,31,4,0,0,0,0
careerbuilder.com/Jobs/Company/C8F8HJ6YS7C84WB0ZMR/presagis/,good,60,6,0,0,0,0
concordmusicgroup.com/artists/Mel-Torme-With-The-Marty-Paich-Dek-Tette/,good,71,11,0,0,0,0
facebook.com/charlesrdarwin,good,27,2,0,0,0,0
ecomm2.umkc.edu/donate/alumni-fund-giving.aspx,good,46,7,0,0,0,0
filminamerica.com/Movies/Babies/,good,32,4,0,0,0,0
examiner.com/legal-issues-in-houston/harris-county-district-judge-kevin-fine-ruled-death-penalty-unconstitutional-is-it-take-the-poll,good,133,20,0,0,0,0
rhythmixmusic.blogspot.com/,good,27,3,0,0,1,0
animenewsnetwork.com/news/2010-05-24/hatsune-miku-arashi-kaibutsu-kun-song-top-cd-charts,good,88,14,0,0,0,0
facebook.com/people/Eric-Drexler/100000523963399,good,48,5,0,0,0,0
123people.com/b/valerie+robin,good,29,4,0,0,0,0
attorneyburbank.com/,good,20,2,0,0,0,0
www.jterps.com/wp-includes/pomo/idx.php?id=,bad,43,9,0,0,0,0
